"IMSI","IMEI","Start GUMMEI","End GUMMEI","Start Time","End Time","Start Type","End Type","Start MME UE S1AP ID","End MME UE S1AP ID","Start eNB UE S1AP ID","End eNB UE S1AP ID","Total","IMSI Blank","LSR No Key","LSR No IMEI","IMSI Mapped","DMS Not Match","KEY NO IMEI","KEY NO IMSI","IMEI NO KEY","IMEI NO IMSI","IMEI NO NewIMSI","IMSI NO KEY","IMSI NO IMEI","NewIMSI NO IMEI","IMEI Mapped","NewIMSI NO NewIMEI","KEY IMSI Mapping","IMEI IMSI Mapping","DMS IMSI Mapping","KEY NO IMEI Mapping","IMEI NO KEY Mapping","Session Error","Start Type:Connection Reestablishment","Start Type:New Connection","Start Type:S1 Handover","Start Type:Unknown","Start Type:X2 Handover","End Type:Connection Release","End Type:Failed Attempt","End Type:Intra-eNB Handover","End Type:Outgoing S1 Handover","End Type:Outgoing X2 Handover","End Type:Unknown","DMS Match","Key Rate","IMEI Rate","Orig IMSI Rate","KEY NO IMEI Rate","KEY NO IMSI Rate","IMEI NO KEY Rate","IMEI NO IMSI Rate","IMEI NO NewIMSI Rate","IMSI NO KEY Rate","IMSI NO IMEI Rate","NewIMSI NO IMEI Rate","NewIMEI Rate","NewIMSI NO NewIMEI Rate","DMS Not Match Rate","Keyed DMS Match Rate","DMS Match Rate","Mapped Rate","Keyed Mapped Rate","Keyed Mapped Rate (with Blank)","KEY IMSI Mapping Rate","IMEI IMSI Mapping Rate","DMS IMSI Mapping Rate","KEY NO IMEI Mapping Rate","IMEI NO KEY Mapping Rate","File Path","File Time","Sync Time"
"103595","129856","363964","70617","389175","389175","389175","389175","381906","382730","381816","380384","389175","4446","6777","259319","281390","96569","252548","278810","6","26728","7127","7","467","158661","288517","0","253345","129498","288270","158772","0","0","12520","328614","92","1212","46737","324453","405","","44","62902","1371","285829.0","98.26%","33.37%","26.62%","64.89%","71.64%","0.0%","6.87%","1.83%","0.0%","0.12%","40.77%","74.14%","0.0%","24.81%","74.75%","73.44%","72.3%","73.59%","74.75%","65.1%","33.28%","74.07%","40.8%","0.0%","10.108.200.141/180522/14/2018052214.1526969658.csv","2018-05-22 14:14:18","2018-05-22 14:18:08"
"0","0","0","0","15383","15383","15383","15383","2811","2811","0","0","15383","0","15383","15383","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","605","3325","","8642","2811","0","3325","","0","0","12058","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180522/13/2018052213.1526969563.csv","2018-05-22 14:12:43","2018-05-22 14:16:07"
"102202","128468","342789","45669","368531","368531","368531","368531","363418","364023","363372","362765","368531","4849","4730","240063","294478","64499","235358","261623","25","26695","5405","24","429","171415","299883","0","273666","128107","299728","171621","0","0","11220","322508","84","208","34511","330908","2","","66","37257","298","299302.0","98.72%","34.86%","27.73%","63.86%","70.99%","0.01%","7.24%","1.47%","0.01%","0.12%","46.51%","81.37%","0.0%","17.5%","82.27%","81.21%","79.91%","80.94%","82.28%","74.26%","34.76%","81.33%","46.57%","0.0%","10.108.200.141/180522/14/2018052214.1526969403.csv","2018-05-22 14:10:03","2018-05-22 14:13:37"
"4848","5677","51611","50146","67258","67258","67258","67258","53413","53799","50298","48619","67258","117","16766","61581","10184","40197","44821","45650","6","829","676","6","0","5183","10860","0","6314","5672","10856","5184","0","0","2955","22708","13","8947","32635","0","3006","","0","51676","12576","10295.0","75.07%","8.44%","7.21%","66.64%","67.87%","0.01%","1.23%","1.01%","0.01%","0.0%","7.71%","16.15%","0.0%","59.77%","20.39%","15.31%","15.14%","20.17%","20.4%","9.39%","8.43%","16.14%","7.71%","0.0%","10.108.200.141/180522/13/2018052213.1526969303.csv","2018-05-22 14:08:23","2018-05-22 14:12:03"
"93855","118501","295896","16225","320703","320703","320703","320703","316543","316946","316571","317013","320703","1897","3772","202202","175161","139882","198437","223085","7","25062","16311","9","416","72971","191472","0","114997","118160","190934","72774","0","0","9472","293093","62","132","17944","312979","1","","48","7449","226","177049.0","98.82%","36.95%","29.27%","61.88%","69.56%","0.0%","7.81%","5.09%","0.0%","0.13%","22.75%","59.7%","0.0%","43.62%","55.86%","55.21%","54.62%","55.27%","55.87%","35.86%","36.84%","59.54%","22.69%","0.0%","10.108.200.141/180522/14/2018052214.1526969148.csv","2018-05-22 14:05:48","2018-05-22 14:09:32"
"5144","6123","54076","52531","70372","70372","70372","70372","55196","55588","52396","50588","70372","137","17765","64249","10957","41523","46494","47473","10","980","806","10","1","5640","11763","0","6966","6120","11762","5642","0","0","3337","24395","25","9605","33010","0","3385","","0","54136","12851","11084.0","74.76%","8.7%","7.31%","66.07%","67.46%","0.01%","1.39%","1.15%","0.01%","0.0%","8.01%","16.72%","0.0%","59.01%","21.07%","15.75%","15.57%","20.83%","21.09%","9.9%","8.7%","16.71%","8.02%","0.0%","10.108.200.141/180522/13/2018052213.1526969053.csv","2018-05-22 14:04:13","2018-05-22 14:07:53"
"86268","108820","272813","14661","293435","293435","293435","293435","289477","289888","289516","289982","293435","2773","3560","184615","197720","89400","181071","203625","16","22929","10481","18","377","99381","208201","0","158866","108516","207886","99370","0","0","8855","270579","63","46","13892","286393","1","","53","6817","171","200475.0","98.79%","37.08%","29.4%","61.71%","69.39%","0.01%","7.81%","3.57%","0.01%","0.13%","33.87%","70.95%","0.0%","30.47%","69.16%","68.32%","67.38%","68.21%","69.17%","54.14%","36.98%","70.85%","33.86%","0.0%","10.108.200.141/180522/14/2018052214.1526968903.csv","2018-05-22 14:01:43","2018-05-22 14:05:18"
"54298","67939","212659","67518","242355","242355","242355","242355","225943","226572","222701","220889","242355","2175","19218","174416","143482","77484","155202","168842","4","13850","4409","3","209","79952","147891","0","125340","67767","147783","80016","0","0","7862","177960","72","8656","47805","161426","3828","2","37","64662","12400","145653.0","92.07%","28.03%","22.4%","64.04%","69.67%","0.0%","5.71%","1.82%","0.0%","0.09%","32.99%","61.02%","0.0%","31.97%","65.28%","60.1%","59.2%","64.3%","65.28%","51.72%","27.96%","60.98%","33.02%","0.0%","10.108.200.141/180522/13/2018052213.1526968793.csv","2018-05-22 13:59:53","2018-05-22 14:03:47"
"122032","153956","433416","85956","480300","480300","480300","480300","458301","459400","454963","453356","480300","4940","24605","326344","316746","134023","301753","333677","14","32420","10768","14","496","173558","327514","0","275398","153526","327181","173655","0","0","15574","392596","110","10340","61680","384210","4293","1","55","77309","14432","321672.0","94.88%","32.05%","25.41%","62.83%","69.47%","0.0%","6.75%","2.24%","0.0%","0.1%","36.14%","68.19%","0.0%","27.9%","70.59%","66.97%","65.95%","69.51%","70.59%","57.34%","31.96%","68.12%","36.16%","0.0%","10.108.200.141/180522/13/2018052213.1526968493.csv","2018-05-22 13:54:53","2018-05-22 13:58:53"
"118469","149760","416498","78407","461074","461074","461074","461074","439512","440454","436313","434748","461074","4663","24109","311314","296653","135658","287214","318505","9","31778","11537","9","487","158430","308190","0","252907","149325","307847","158522","0","0","14622","380841","98","10295","55218","373325","4219","","59","69296","14175","301307.0","94.77%","32.48%","25.69%","62.29%","69.08%","0.0%","6.89%","2.5%","0.0%","0.11%","34.36%","66.84%","0.0%","29.42%","68.95%","65.35%","64.34%","67.89%","68.96%","54.85%","32.39%","66.77%","34.38%","0.0%","10.108.200.141/180522/13/2018052213.1526968188.csv","2018-05-22 13:49:48","2018-05-22 13:53:48"
"101154","127768","359386","69885","399245","399245","399245","399245","381114","381988","378477","377189","399245","5388","20096","271477","308227","65549","251396","278008","15","27001","3674","13","387","184133","311901","0","293467","127432","311812","184380","0","0","12858","326872","97","8668","50750","321453","3282","","41","62651","11818","313600.0","94.97%","32.0%","25.34%","62.97%","69.63%","0.0%","6.76%","0.92%","0.0%","0.1%","46.12%","78.12%","0.0%","16.42%","82.71%","78.55%","77.2%","81.29%","82.72%","73.51%","31.92%","78.1%","46.18%","0.0%","10.108.200.141/180522/13/2018052213.1526967943.csv","2018-05-22 13:45:43","2018-05-22 13:48:49"
"0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","1","1","1","0","0","0","0","1","","0","0","0","0","","0","0","1","1.0","100.0%","100.0%","0.0%","0.0%","100.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","0.0%","0.0%","10.108.200.141/180522/12/2018052212.1526967903.csv","2018-05-22 13:45:03","2018-05-22 13:45:38"
"96850","122115","346789","72166","385915","385915","385915","385915","366442","367308","363451","361979","385915","5079","21830","263800","285880","73158","242002","267265","32","25671","4469","30","406","168234","290349","0","268673","121810","290221","168411","0","0","12342","312383","94","9912","51184","303193","3762","","49","65478","13433","290927.0","94.34%","31.64%","25.1%","62.71%","69.25%","0.01%","6.65%","1.16%","0.01%","0.11%","43.59%","75.24%","0.0%","18.96%","79.91%","75.39%","74.08%","78.52%","79.92%","69.62%","31.56%","75.2%","43.64%","0.0%","10.108.200.141/180522/13/2018052213.1526967698.csv","2018-05-22 13:41:38","2018-05-22 13:44:43"
"101635","128054","357904","69180","396165","396165","396165","396165","377822","378624","374966","373636","396165","4998","20580","268111","295328","75291","247563","273980","32","26843","4914","30","424","172188","300242","0","275765","127738","300124","172386","0","0","12744","325840","82","8753","48746","318684","3458","1","70","61817","12135","300294.0","94.81%","32.32%","25.65%","62.49%","69.16%","0.01%","6.78%","1.24%","0.01%","0.11%","43.46%","75.79%","0.0%","19.0%","79.95%","75.8%","74.55%","78.63%","79.96%","69.61%","32.24%","75.76%","43.51%","0.0%","10.108.200.141/180522/13/2018052213.1526967453.csv","2018-05-22 13:37:33","2018-05-22 13:41:07"
"119317","150313","418556","78775","463547","463547","463547","463547","441913","442841","438654","437159","463547","6601","24163","313234","369849","62956","289093","320087","22","31479","2760","20","483","222296","372609","0","357914","149927","372548","222621","0","0","14714","381910","93","10906","55924","374790","3968","2","61","69925","14801","376428.0","94.79%","32.43%","25.74%","62.37%","69.05%","0.0%","6.79%","0.6%","0.0%","0.1%","47.96%","80.38%","0.0%","13.58%","85.67%","81.21%","79.79%","84.17%","85.68%","77.21%","32.34%","80.37%","48.03%","0.0%","10.108.200.141/180522/13/2018052213.1526967153.csv","2018-05-22 13:32:33","2018-05-22 13:36:33"
"0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","","0","1","0","0","","0","0","1","1.0","100.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","0.0%","10.108.200.141/180522/12/2018052212.1526966968.csv","2018-05-22 13:29:28","2018-05-22 13:29:28"
"102726","129557","364619","73957","405396","405396","405396","405396","386442","387317","383554","382041","405396","5583","21161","275839","316082","62585","254693","281522","15","27253","2985","13","422","189510","319067","0","303635","129199","319003","189804","0","0","13117","329049","94","9634","53502","322200","3201","","64","66866","13065","321650.0","94.78%","31.96%","25.34%","62.83%","69.44%","0.0%","6.72%","0.74%","0.0%","0.1%","46.75%","78.71%","0.0%","15.44%","83.71%","79.34%","77.97%","82.26%","83.72%","74.9%","31.87%","78.69%","46.82%","0.0%","10.108.200.141/180522/13/2018052213.1526966908.csv","2018-05-22 13:28:28","2018-05-22 13:31:52"
"104594","131794","370239","72174","412260","412260","412260","412260","391862","392659","388345","386944","412260","4250","23258","280466","271154","113605","257215","284415","7","27683","8980","7","483","148340","280134","0","236659","131436","279851","148415","0","0","13421","335140","103","10524","53072","328796","3492","1","49","65428","14494","275397.0","94.36%","31.97%","25.37%","62.39%","68.99%","0.0%","6.71%","2.18%","0.0%","0.12%","35.98%","67.95%","0.0%","27.56%","70.8%","66.8%","65.77%","69.71%","70.8%","57.41%","31.88%","67.88%","36.0%","0.0%","10.108.200.141/180522/13/2018052213.1526966658.csv","2018-05-22 13:24:18","2018-05-22 13:28:17"
"0","0","1","0","903","903","903","903","899","899","1","1","903","0","902","903","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","3","898","0","0","","0","0","903","0.0","0.11%","0.0%","0.0%","0.11%","0.11%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.11%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180522/12/2018052212.1526966423.csv","2018-05-22 13:20:23","2018-05-22 13:22:17"
"117508","147443","416432","86385","462153","462153","462153","462153","439908","440863","437969","436167","462153","2948","23463","314710","236369","199396","291270","321205","23","30444","17847","23","509","106773","254216","0","167530","147009","253641","106632","0","0","15304","374453","129","10637","61630","365218","4313","","57","79319","13246","239294.0","94.92%","31.9%","25.43%","63.02%","69.5%","0.0%","6.59%","3.86%","0.0%","0.11%","23.1%","55.01%","0.0%","43.15%","54.55%","51.78%","51.15%","53.88%","54.55%","36.25%","31.81%","54.88%","23.07%","0.0%","10.108.200.141/180522/13/2018052213.1526966358.csv","2018-05-22 13:19:18","2018-05-22 13:23:18"
"3","3","8","3","10434","10434","10434","10434","3088","3088","9","9","10434","0","10425","10431","5","4","6","6","0","0","0","0","0","2","5","0","5","3","5","2","0","0","327","2061","","4966","3080","0","2053","2","0","0","8379","5.0","0.09%","0.03%","0.03%","0.06%","0.06%","0.0%","0.0%","0.0%","0.0%","0.0%","0.02%","0.05%","0.0%","0.04%","55.56%","0.05%","0.05%","55.56%","55.56%","0.05%","0.03%","0.05%","0.02%","0.0%","10.108.200.141/180522/12/2018052212.1526966153.csv","2018-05-22 13:15:53","2018-05-22 13:19:23"
"105324","131924","370771","72749","399710","399710","399710","399710","389108","390075","388938","387497","399710","1828","10108","267786","183823","203967","257693","284293","15","27066","19318","15","466","71217","203141","0","109573","131569","202538","70969","0","0","13445","333496","74","3108","49587","328852","1237","","52","66108","3461","185635.0","97.47%","33.0%","26.35%","64.47%","71.12%","0.0%","6.77%","4.83%","0.0%","0.12%","17.82%","50.82%","0.0%","51.03%","47.65%","46.44%","45.99%","47.18%","47.65%","27.41%","32.92%","50.67%","17.76%","0.0%","10.108.200.141/180522/13/2018052213.1526966113.csv","2018-05-22 13:15:13","2018-05-22 13:19:13"
"755","907","10028","9750","27123","27123","27123","27123","13116","13174","9797","9504","27123","25","17306","26216","1505","8289","8912","9064","2","152","130","2","0","728","1635","0","876","906","1634","728","0","0","1081","6732","2","9289","10019","0","3794","1","0","10026","13302","1528.0","36.19%","3.34%","2.78%","32.86%","33.42%","0.01%","0.56%","0.48%","0.01%","0.0%","2.68%","6.03%","0.0%","30.56%","15.56%","5.63%","5.55%","15.33%","15.59%","3.23%","3.34%","6.02%","2.68%","0.0%","10.108.200.141/180522/12/2018052212.1526965903.csv","2018-05-22 13:11:43","2018-05-22 13:15:12"
"115358","145332","390633","57507","418519","418519","418519","418519","412262","413042","412186","411323","418519","1676","5750","273187","179843","231258","267445","297417","8","30479","23649","6","505","58160","203492","0","90767","144881","202728","57847","0","0","13798","363671","71","14","40965","368109","5","","61","50224","120","181511.0","98.63%","34.73%","27.56%","63.9%","71.06%","0.0%","7.28%","5.65%","0.0%","0.12%","13.9%","48.62%","0.0%","55.26%","43.97%","43.37%","42.97%","43.57%","43.98%","21.69%","34.62%","48.44%","13.82%","0.0%","10.108.200.141/180522/13/2018052213.1526965813.csv","2018-05-22 13:10:13","2018-05-22 13:14:13"
"5248","6257","55253","53397","73977","73977","73977","73977","56605","57052","53582","51673","73977","152","20189","67720","11728","41914","47537","48545","6","1010","793","5","1","6264","12521","0","7753","6249","12516","6267","0","0","3610","25633","26","10769","33939","1","4241","3","0","55299","14433","11874.0","72.71%","8.46%","7.09%","64.26%","65.62%","0.01%","1.37%","1.07%","0.01%","0.0%","8.47%","16.93%","0.0%","56.66%","22.08%","16.05%","15.85%","21.8%","22.09%","10.48%","8.45%","16.92%","8.47%","0.0%","10.108.200.141/180522/12/2018052212.1526965638.csv","2018-05-22 13:07:18","2018-05-22 13:11:12"
"99062","125360","312089","16328","338878","338878","338878","338878","334448","334871","334448","334927","338878","3053","4018","213518","220156","111659","209507","235805","7","26746","13008","7","448","107804","233164","0","172122","124967","232735","107768","0","0","10192","309154","53","11","19468","330695","0","","51","8053","79","223201.0","98.81%","36.99%","29.23%","61.82%","69.58%","0.0%","7.89%","3.84%","0.0%","0.13%","31.81%","68.8%","0.0%","32.95%","66.66%","65.86%","64.97%","65.75%","66.66%","50.79%","36.88%","68.68%","31.8%","0.0%","10.108.200.141/180522/13/2018052213.1526965568.csv","2018-05-22 13:06:08","2018-05-22 13:09:42"
"5203","6245","57243","55253","74487","74487","74487","74487","58391","58949","55290","53308","74487","103","18909","68242","9815","45666","49339","50380","6","1043","904","5","1","4474","10719","0","5407","6238","10712","4474","0","0","3909","25233","23","9684","35638","0","3829","2","0","57298","13358","9912.0","74.61%","8.38%","6.99%","66.24%","67.64%","0.01%","1.4%","1.21%","0.01%","0.0%","6.01%","14.39%","0.0%","61.31%","17.83%","13.31%","13.18%","17.66%","17.85%","7.26%","8.37%","14.38%","6.01%","0.0%","10.108.200.141/180522/12/2018052212.1526965388.csv","2018-05-22 13:03:08","2018-05-22 13:07:08"
"93363","117958","294713","14874","319030","319030","319030","319030","314096","314552","314052","314577","319030","1514","4495","201072","161672","151354","196582","221177","5","25078","17517","5","483","61231","179189","0","96635","117629","178596","60967","0","0","10739","292135","67","0","16089","310525","0","","49","8406","50","163181.0","98.59%","36.97%","29.26%","61.62%","69.33%","0.0%","7.86%","5.49%","0.0%","0.15%","19.19%","56.17%","0.0%","47.44%","51.88%","51.15%","50.68%","51.4%","51.88%","30.29%","36.87%","55.98%","19.11%","0.0%","10.108.200.141/180522/13/2018052213.1526965303.csv","2018-05-22 13:01:43","2018-05-22 13:05:43"
"77458","97327","288942","72615","327841","327841","327841","327841","307656","308693","304277","302415","327841","2357","22923","230514","176550","126018","207597","227467","6","20201","9607","7","332","88830","186157","0","139181","97085","185882","88797","0","0","12517","250982","78","10235","54029","240133","3400","","44","70104","14160","178900.0","93.01%","29.69%","23.63%","63.32%","69.38%","0.0%","6.16%","2.93%","0.0%","0.1%","27.1%","56.78%","0.0%","38.44%","58.67%","54.57%","53.85%","57.9%","58.67%","42.45%","29.61%","56.7%","27.09%","0.0%","10.108.200.141/180522/12/2018052212.1526965143.csv","2018-05-22 12:59:03","2018-05-22 13:02:08"
"123183","155419","441294","87444","495551","495551","495551","495551","469866","471000","465841","464064","495551","5028","28889","340132","319923","141730","311262","343497","19","32790","11215","18","554","175719","331138","0","277297","154978","330794","175816","0","0","18535","398980","92","12134","65810","392141","4273","1","60","82163","16913","324932.0","94.17%","31.36%","24.86%","62.81%","69.32%","0.0%","6.62%","2.26%","0.0%","0.11%","35.46%","66.82%","0.0%","28.6%","69.63%","65.57%","64.56%","68.56%","69.63%","55.96%","31.27%","66.75%","35.48%","0.0%","10.108.200.141/180522/12/2018052212.1526964843.csv","2018-05-22 12:54:03","2018-05-22 12:58:03"
"95720","120878","338431","62622","379685","379685","379685","379685","359229","360086","356383","355131","379685","4534","22675","258807","270072","82419","236147","261305","15","25599","6243","15","441","155437","276315","0","246840","120444","276081","155637","0","0","13765","309140","82","9895","46803","304746","3615","","57","57871","13396","274591.0","94.03%","31.84%","25.21%","62.2%","68.82%","0.0%","6.74%","1.64%","0.0%","0.12%","40.94%","72.77%","0.0%","21.71%","76.91%","72.32%","71.13%","75.65%","76.92%","65.01%","31.72%","72.71%","40.99%","0.0%","10.108.200.141/180522/12/2018052212.1526964598.csv","2018-05-22 12:49:58","2018-05-22 12:53:27"
"98532","124139","359887","78932","406412","406412","406412","406412","383948","384932","380093","378324","406412","5821","25685","282273","313602","61313","256597","282202","9","26024","1933","7","417","191396","315535","0","304686","123774","315511","191737","0","0","14951","319448","85","10861","61067","311664","4011","1","46","75119","15571","319414.0","93.68%","30.55%","24.24%","63.14%","69.44%","0.0%","6.4%","0.48%","0.0%","0.1%","47.09%","77.64%","0.0%","15.09%","83.9%","78.59%","77.16%","82.37%","83.9%","74.97%","30.46%","77.63%","47.18%","0.0%","10.108.200.141/180522/12/2018052212.1526964108.csv","2018-05-22 12:41:48","2018-05-22 12:45:47"
"124070","156621","448474","92980","506502","506502","506502","506502","479177","480482","474723","472772","506502","7194","30864","349881","397293","71165","319031","351582","14","33121","2508","14","570","243180","399801","0","386170","156130","399763","243633","0","0","19456","402918","124","12657","71347","395407","4831","","63","87955","18246","404473.0","93.91%","30.92%","24.5%","62.99%","69.41%","0.0%","6.54%","0.5%","0.0%","0.11%","48.01%","78.93%","0.0%","14.05%","85.04%","79.86%","78.44%","83.53%","85.04%","76.24%","30.83%","78.93%","48.1%","0.0%","10.108.200.141/180522/12/2018052212.1526963808.csv","2018-05-22 12:36:48","2018-05-22 12:40:48"
"111681","141379","401142","77638","452055","452055","452055","452055","428020","429199","424577","423084","452055","5515","26593","310676","325925","94038","284099","313797","16","30187","6294","16","489","190840","332219","0","301802","140933","332034","191101","0","0","17460","364055","165","11067","59344","360294","4325","","70","72022","15344","331424.0","94.12%","31.27%","24.71%","62.85%","69.42%","0.0%","6.68%","1.39%","0.0%","0.11%","42.22%","73.49%","0.0%","20.8%","77.9%","73.31%","72.1%","76.6%","77.9%","66.76%","31.18%","73.45%","42.27%","0.0%","10.108.200.141/180522/12/2018052212.1526963543.csv","2018-05-22 12:32:23","2018-05-22 12:35:43"
"0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","","0","1","0","0","","0","0","1","1.0","100.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","0.0%","10.108.200.141/180522/11/2018052211.1526963503.csv","2018-05-22 12:31:43","2018-05-22 12:32:07"
"101225","128306","367446","76461","420560","420560","420560","420560","395113","396162","391631","390029","420560","4571","28162","292254","277103","110731","264099","291179","7","27537","8357","6","456","157154","285460","0","245811","127833","285195","157362","0","0","16612","330568","132","13372","59899","327594","3692","","53","71387","17834","281667.0","93.3%","30.51%","24.07%","62.8%","69.24%","0.0%","6.55%","1.99%","0.0%","0.11%","37.37%","67.88%","0.0%","26.33%","71.78%","66.97%","65.89%","70.62%","71.78%","58.45%","30.4%","67.81%","37.42%","0.0%","10.108.200.141/180522/12/2018052212.1526963288.csv","2018-05-22 12:28:08","2018-05-22 12:31:42"
"103408","130907","380154","85251","430283","430283","430283","430283","407173","408146","403372","401514","430283","5052","26201","299376","299594","99447","273186","300683","11","27957","6205","9","458","174892","305799","0","275884","130503","305635","175132","0","0","16904","337754","137","10634","64875","330427","4169","","53","80341","15293","304635.0","93.91%","30.42%","24.03%","63.49%","69.88%","0.0%","6.5%","1.44%","0.0%","0.11%","40.65%","71.07%","0.0%","23.11%","75.39%","70.8%","69.63%","74.14%","75.39%","64.12%","30.33%","71.03%","40.7%","0.0%","10.108.200.141/180522/12/2018052212.1526963033.csv","2018-05-22 12:23:53","2018-05-22 12:27:52"
"0","0","1","0","177","177","177","177","176","176","1","1","177","0","177","177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","176","0","1","","0","0","176","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180522/11/2018052211.1526962908.csv","2018-05-22 12:21:48","2018-05-22 12:22:02"
"107813","136671","396673","90446","446787","446787","446787","446787","422867","423867","421099","418989","446787","5515","25009","310116","312768","103521","285133","313988","26","29343","6511","23","485","182608","319279","0","287714","136239","319120","182881","0","0","17450","351703","107","11166","66361","343760","4065","","54","85186","13722","318257.0","94.4%","30.59%","24.13%","63.82%","70.28%","0.01%","6.57%","1.46%","0.01%","0.11%","40.87%","71.46%","0.0%","23.17%","75.46%","71.23%","70.0%","74.15%","75.46%","64.4%","30.49%","71.43%","40.93%","0.0%","10.108.200.141/180522/12/2018052212.1526962773.csv","2018-05-22 12:19:33","2018-05-22 12:23:33"
